"EIN","SEC_NAME","FRCD","SUBSECCD","TAXPER","ASSETS","INCOME","NAME","ADDRESS","CITY","STATE","NTEEFINAL","NAICS","ZIP5","RULEDATE","FIPS","FNDNCD","PMSA","MSA_NECH","CASSETS","CFINSRC","CTAXPER","CTOTREV","ACCPER","RANDNUM","NTEECC","NTEE1","LEVEL4","LEVEL1","NTMAJ10","MAJGRPB","LEVEL3","LEVEL2","NTMAJ12","NTMAJ5","FILER","ZFILER","OUTREAS","OUTNCCS"
330630491,"",20,3,202112,0,0,"EL PAN DE VIDA CHRISTIAN OUTREACH","8941 COMET CIR","WESTMINSTER","CA","X20",813110,92683,199410,6059,15,NA,NA,NA,"",NA,NA,12,0.4213019378,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
833598387,"",20,3,202112,10,10,"CO-PARENTING ASSOCIATION","4318 22ND ST NE","WASHINGTON","DC","P46",NA,20018,201903,NA,NA,NA,NA,NA,"",NA,NA,12,0.4099846985,"P46","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
752623127,"",10,3,202012,4484,51299,"SOUTHSIDE PRESERVATION ASSOCIATION","1509 LIPSCOMB ST","FORT WORTH","TX","B60",611699,76104,199602,48439,15,NA,NA,45606,"19eoextract990.xlsx",201812,268464,12,0.6404854849,"B60","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
461526864,"",10,3,201912,121092,170110,"GOOD OLE BOY FOUNDATION INC","20529 LAUREL RD","MILLSBORO","DE","P60",624230,19966,201411,10005,15,NA,NA,111756,"19eoextractez.xlsx",201812,160762,12,0.5069749258,"P60","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
870978156,"",20,3,202112,0,0,"BOTTLES FOR BILL","4365 E BIRCHWOOD CIR","MESA","AZ","M20",NA,85206,202111,NA,NA,NA,NA,NA,"",NA,NA,12,0.6430603922,"M20","M","M","PC","HU","M","HS","O","HU","HU","Y","Y","","IN"
205473974,"",10,3,202012,7393132,1028773,"GENESIS HOMES INC","25 E COURT ST STE 201-B","GREENVILLE","SC","L20",624229,29601,200701,45045,15,NA,NA,5920563,"core2017pc",201712,857373,12,0.611090772,"L20","L","L","PC","HU","L","HS","O","HU","HU","Y","N","","IN"
874000268,"",20,3,NA,NA,NA,"PICKUP BASEBALL FOUNDATION","95 STEPHANIE LN","ALAMO","CA","P20",NA,94507,202202,NA,NA,NA,NA,NA,"",NA,NA,NA,0.5825989981,"P20","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
450498241,"",20,7,202112,0,0,"BRIDGEPORT CRICKET ASSOCIATION INC","342 PLATT ST","BRIDGEPORT","CT","N60",713990,6606,200601,9001,0,NA,NA,NA,"",NA,NA,12,0.3691593839,"N60","N","N","O","HU","N","HS","O","HU","HU","Y","Y","","IN"
112411617,"",20,3,202012,0,0,"HAITIAN SALESIEN ALUMNI ASSOC INC","65 WINFIELD AVE","FLEETWOOD","NY","B84",813410,10552,201603,36081,15,NA,NA,NA,"",NA,NA,12,0.8224973955,"B84","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
251885336,"",10,3,202012,3206,97383,"DAVID & LIBBY ROSEN CENTER FOR HEALTHY FAMILIES","2019 N 2ND ST","HARRISBURG","PA","O05",541720,17102,200201,42043,15,NA,NA,149,"19eoextract990.xlsx",201812,87927,12,0.1246637242,"O05","O","O","PC","HU","O","HS","O","HU","HU","Y","N","","IN"
742401670,"17 REDMEN WAR EAGLE TRIBE",10,10,202012,28237,890340,"IMPROVED ORDER OF RED MEN OF TEXAS","1641 RESACA VLG","BROWNSVILLE","TX","W30",813410,78521,197911,48061,0,NA,NA,61987,"19eoextract990.xlsx",201812,169046,12,0.5444984357,"W30","W","W","O","PU","W","PB","O","PU","OT","Y","N","","IN"
521837856,"",130,3,NA,NA,NA,"MERCY VOLUNTEER CORPS INC","1012 N BETHLEHEM PIKE STE I","LOWER GWYNEDD","PA","T30",813211,19002,194603,24031,15,NA,NA,NA,"",NA,NA,NA,0.6194171041,"T30","T","T","PC","PU","T","ZD","S","PU","OT","N","N","","IN"
431096171,"",20,6,202012,9505,47030,"LANDLORDS INC","PO BOX 10425","KANSAS CITY","MO","L99",624220,64171,197701,29095,0,NA,NA,3260,"19eoextractez.xlsx",201812,53439,12,0.9486220453,"L99","L","L","O","HU","L","HS","O","HU","HU","Y","N","","IN"
920060165,"",10,6,202012,207547,346639,"ALASKA PROFESSIONAL HUNTERS ASSOCIATION INC","PO BOX 240971","ANCHORAGE","AK","S0341",813920,99524,198505,2020,0,NA,NA,241907,"19eoextract990.xlsx",201812,484739,12,0.5080071754,"S034","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
204659049,"",20,3,202012,0,0,"BEAVERDALE BETTERMENT COALITION","2108 36TH ST","DES MOINES","IA","S20",813410,50310,200610,19153,15,NA,NA,2948,"core2017pc",201612,41842,12,0.8787397327,"S20","S","S","PC","PU","S","PB","O","PU","OT","Y","Y","","IN"
311506378,"",10,3,202108,6374515,1661309,"BAPTIST HEALTH RICHMOND FOUNDATION INC","2701 EASTPOINT PKWY","LOUISVILLE","KY","P30",624110,40223,199710,21151,17,NA,NA,5642771,"19eoextract990.xlsx",201808,517391,8,0.9594444563,"P30","P","P","PC","HU","P","HS","S","HU","HU","Y","N","","IN"
237500085,"758 ROCKSPRINGS",20,10,202206,0,0,"ANCIENT FREE & ACCEPTED MASONS OF TEXAS","107 N SWEETEN","ROCKSPRINGS","TX","Y42",813410,78880,197211,48137,0,NA,NA,NA,"",NA,NA,6,0.1631173801,"Y42","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
450428130,"",20,6,202112,0,0,"MEDORA CHAMBER OF COMMERCE","PO BOX 186","MEDORA","ND","S41",813910,58645,201401,38007,0,NA,NA,36194,"19eoextractez.xlsx",201812,38886,12,0.6981880227,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","Y","","IN"
811843897,"",20,3,202012,0,0,"TRYAMBAKAM","2151 MENZEL PL","SANTA CLARA","CA","W99",813410,95050,201604,6085,15,NA,NA,NA,"",NA,NA,12,0.3750430959,"W99","W","W","PC","PU","W","PB","O","PU","OT","Y","Y","","IN"
473621798,"FEPS ACADEMIC LEARNING CENTER",20,3,202112,0,0,"FAITHFULLY EDUCATING PRESTIGIOUS SCHOLARS ACADEMIC LEARNING CENTER","4412 BEECHWOOD ST","JACKSON","MS","X20",813110,39212,201510,28049,15,NA,NA,NA,"",NA,NA,12,0.8619921756,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
731499094,"",20,3,202112,0,0,"LEGACY OF FAITH FOUNDATION INC","2448 E 81ST ST STE 4817","TULSA","OK","X20",813110,74137,199707,40143,15,NA,NA,NA,"",NA,NA,12,0.3135196935,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
680359346,"",10,3,202012,132222,131068,"INTERNATIONAL VISION VOLUNTEERS","37 AUGUSTA CT","ALAMO","CA","Q30",813311,94507,199607,6013,15,NA,NA,118906,"19eoextractez.xlsx",201812,152947,12,0.5218541917,"Q30","Q","Q","PC","IN","Q","IN","O","IN","OT","Y","N","","IN"
510481654,"",20,3,202112,0,0,"URUGUAYAN CHILDRENS FOUNDATION","3128 CARTWRIGHT DR","RALEIGH","NC","P05",541720,27612,201407,6037,15,NA,NA,NA,"",NA,NA,12,0.4531250391,"P05","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
853718523,"DEEPER LIFE CHURCH",60,3,NA,NA,NA,"DEEPER LIFE CHURCH OF DAYTONA INC","948 PELICAN BAY DR","DAYTONA BEACH","FL","X21",NA,32119,202108,NA,NA,NA,NA,NA,"",NA,NA,NA,0.1108940821,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
952555825,"",10,5,202106,398495,168817,"IMPERIAL VALLEY VEGETABLE GROWERS ASSOCIATION","485 BUSINESS PARKWAY 1","IMPERIAL","CA","K28",813910,92251,196901,6025,0,NA,NA,381817,"19eoextract990.xlsx",201906,235385,6,0.4159091694,"K28","K","K","O","HU","K","HS","O","HU","HU","Y","N","","IN"
912170299,"",1,3,202112,386686,11304,"THE GRADY FAMILY FOUNDATION","916 SOUTHWOOD BLVD STE 1A","INCLINE VLG","NV","T22",813211,89451,202203,32031,4,NA,NA,NA,"",NA,NA,12,0.00391401,"T22","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
391525356,"",10,3,202106,891202,168582,"CHIWAUKEE PRAIRIE PRESERVATION FUND INC","PO BOX 1802","KENOSHA","WI","A82",712120,53141,198905,55059,15,NA,NA,593818,"19eoextract990.xlsx",201906,212394,6,0.3282293483,"A82","A","A","PC","AR","A","AR","O","AR","AR","Y","N","","IN"
522004501,"",20,3,202012,235927,38706,"THE ASSOC OF PROG DIRECT IN ENDOC DIABETES AND METABOLISM INC","2055 L ST NW STE 600","WASHINGTON","DC","G70",813212,20036,199706,11001,15,NA,NA,242276,"19eoextractez.xlsx",201812,40497,12,0.8931922657,"G70","G","G","PC","HE","G","HE","O","HE","HE","Y","N","","IN"
741902021,"",60,3,NA,NA,NA,"LIFE TABERNACLE OF HOUSTON LIFE CHRISTIAN ACADEMY","PO BOX 750485","HOUSTON","TX","B20",611110,77275,200611,48201,10,NA,NA,NA,"",NA,NA,NA,0.9466979374,"B20","B","B","PC","ED","B","ED","O","ED","ED","N","N","","IN"
251568370,"",10,3,202112,302059,141925,"CHAMBERSBURG AREA COUNCIL FOR THE ARTS","103 N MAIN ST","CHAMBERSBURG","PA","A26",710000,17201,198902,42055,15,NA,NA,135204,"19eoextract990.xlsx",201812,233731,12,0.3807556004,"A26","A","A","PC","AR","A","AR","O","AR","AR","Y","N","","IN"
541603919,"",60,3,NA,NA,NA,"APPALACHIA-HAVEN OF PRAISE MINISTRIES","PO BOX 452","APPALACHIA","VA","X20",813110,24216,196402,51195,10,NA,NA,NA,"",NA,NA,NA,0.7472310807,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
450489648,"",10,3,202012,200050,328308,"WEE COMPANIONS","975 IRIS AVE","IMPERIAL BCH","CA","D20",813312,91932,200304,6073,16,NA,NA,85885,"19eoextract990.xlsx",201812,240391,12,0.4927901654,"D20","D","D","PC","EN","D","EN","O","EN","OT","Y","N","","IN"
626040720,"",60,3,NA,NA,NA,"FIRST PRESBYTERIAN CHURCH","540 W SAM RIDLEY PKWY","SMYRNA","TN","X21",813110,37167,196401,47149,10,NA,NA,NA,"",NA,NA,NA,0.6128860306,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
364234806,"",60,3,NA,NA,NA,"SALEM EVANGELICAL LUTHERAN CHURCH","101 E MARKET ST","JONESBORO","IL","X21",813110,62952,198804,17181,10,NA,NA,NA,"",NA,NA,NA,0.6474988994,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
431090280,"18 PALMYRA LODGE",20,10,202112,0,0,"ANCIENT FREE & ACCEPTED MASONS OF MISSOURI","803 W MAIN CROSS ST","PALMYRA","MO","Y41",813410,63461,197210,29127,0,NA,NA,NA,"",NA,NA,12,0.1088030829,"Y41","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
870773712,"DONGES BAY ELEMENTARY SCHOOL PTO",20,3,202106,15868,15299,"MEQUON-THEINSVILLE AREA COUNCIL PARENT TEACHER ORGANIZATION","2401 W DONGES BAY RD","MEQUON","WI","B94",813410,53092,200610,55089,15,NA,NA,35657,"19eoextractez.xlsx",201806,75506,6,0.1197721254,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
800444262,"",20,4,202112,0,0,"KOOTENAI COUNTRY ARCHERY","PO BOX 2277","EUREKA","MT","N61",713990,59917,201009,30053,0,NA,NA,NA,"",NA,NA,12,0.867919598,"N61","N","N","O","HU","N","HS","O","HU","HU","Y","Y","","IN"
261724646,"",20,3,202206,0,0,"FRIENDS OF SOUTHWEST GEORGIA PUBLIC HEALTH INC","1109 N JACKSON ST","ALBANY","GA","E1170",813219,31701,200807,13095,15,NA,NA,4427,"19eoextract990.xlsx",201806,6648,6,0.1826526378,"E117","E","E","PC","HE","E","ZA","S","HE","HE","Y","Y","","IN"
680191354,"",20,3,202006,985364,1145663,"SISKIYOU COMMUNITY RESOURCE COLLABORATIVE","201 S BROADWAY ST","YREKA","CA","R28",813311,96097,202204,6093,15,NA,NA,666457,"19eoextract990.xlsx",201806,584511,6,0.3144809397,"R28","R","R","PC","PU","R","PB","O","PU","OT","N","N","","IN"
453568792,"",1,3,202112,2005279,688463,"FRANK J AND LENORA DUPUIS FOUNDATION INC","433 YACHT HARBOR DR","OSPREY","FL","T20",813211,34229,201201,12115,4,NA,NA,NA,"",NA,NA,12,0.2672774284,"T20","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
873920141,"",20,3,NA,NA,NA,"HABER FOUNDATION FOR MENTAL HEALTH INC","1430 BROADWAY 17TH FLOOR","NEW YORK","NY","P20",NA,10018,202203,NA,NA,NA,NA,NA,"",NA,NA,NA,0.0988173247,"P20","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
237545870,"2705 LEMMON COUNCIL",20,8,202112,0,0,"KNIGHTS OF COLUMBUS","PO BOX 209","LEMMON","SD","Y41",813410,57638,194010,46105,0,NA,NA,NA,"",NA,NA,12,0.0231955665,"Y41","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
946105800,"CALIFORNIA STAFFING PROFESSIONALS",10,6,202106,117783,201152,"AMERICAN STAFFING ASSOCIATION","79125 CORPORATE CENTER DRIVE STE 59","LA QUINTA","CA","J40",813930,92248,199509,6059,0,NA,NA,181922,"core2017co",201712,390750,6,0.2376832077,"J40","J","J","O","HU","J","HS","O","HU","HU","Y","N","","IN"
861831153,"",20,3,202112,0,0,"GEORGIA VOCATIONAL SOLUTIONS INC","2605 BEN HILL RD","ATLANTA","GA","P20",NA,30344,202105,NA,NA,NA,NA,NA,"",NA,NA,12,0.3403738572,"P20","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
911202234,"",20,7,202012,0,0,"TRI CITY KART CLUB","PO BOX 3662","PASCO","WA","N50",713990,99302,199410,53021,0,NA,NA,NA,"",NA,NA,12,0.4254976391,"N50","N","N","O","HU","N","HS","O","HU","HU","Y","Y","","IN"
453683863,"",20,3,202112,0,0,"BARAKA CENTER OF THE TREASURE COAST INC","3607 OLEANDER AVE","FORT PIERCE","FL","S99",813410,34982,201408,12111,15,NA,NA,331011,"19eoextractez.xlsx",201812,63951,12,0.9821889388,"S99","S","S","PC","PU","S","PB","O","PU","OT","Y","Y","","IN"
752974757,"",10,6,202012,81613,103650,"INTERNATIONAL ASSOCIATION OF STRUCTURAL INTEGRATORS","2150 NORTH 107TH STREET","SEATTLE","WA","S41",813910,98133,200206,37183,0,NA,NA,53312,"19eoextractez.xlsx",201812,167030,12,0.8364548474,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
311605306,"",20,3,202112,0,0,"MIDTOWN NEIGHBORHOOD ASSOCIATION INC","1415 E 57TH ST","SAVANNAH","GA","S22",813410,31404,201507,13051,15,NA,NA,NA,"",NA,NA,12,0.9592325288,"S22","S","S","PC","PU","S","PB","O","PU","OT","Y","Y","","IN"
811035234,"",20,3,202012,0,0,"FOUR RIVERS COMMUNITY FOUNDATION","1300 FOURTH ST","JONESVILLE","LA","T31",813211,71343,202206,22025,15,NA,NA,NA,"",NA,NA,12,0.5698398811,"T31","T","T","PC","PU","T","ZD","S","PU","OT","Y","Y","","IN"
260062162,"",60,3,NA,NA,NA,"MISION EL REDENTOR DE LAS ASAMBLEAS DE DIOS","315 W SUNKIST ST","ONTARIO","CA","X20",813110,91762,196408,6071,10,NA,NA,NA,"",NA,NA,NA,0.6276777843,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
562156763,"",10,3,202106,2315268,699792,"WELL OF MERCY","181 MERCY LN","HAMPTONVILLE","NC","F60",621498,27020,194603,37197,10,NA,NA,1954415,"19eoextract990.xlsx",201806,540920,6,0.8831085151,"F60","F","F","PC","HE","F","HE","O","HE","HE","Y","N","","IN"
824386934,"",20,3,202012,0,0,"MIRACLE GLOBE INC","5710 OGEECHEE ROAD","SAVANNAH","GA","B82",NA,31405,201807,NA,NA,NA,NA,NA,"",NA,NA,12,0.297607634,"B82","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
260497773,"",10,3,202112,58241,584056,"WINNIPEG FOUNDATION USA","WINNIPEG MB R3B 0X3","CANADA","","Q11",813219,0,200804,NA,17,NA,NA,23950,"19eoextract990.xlsx",201812,117076,12,0.1358997549,"Q11","Q","Q","PC","IN","Q","ZA","S","IN","OT","Y","N","F","OUT"
411284906,"",60,3,NA,NA,NA,"CORNERSTONE COMMUNITY CHURCH","420 W 3RD ST","RED WING","MN","X20",813110,55066,197204,27049,10,NA,NA,NA,"",NA,NA,NA,0.3878085645,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
520847186,"",10,3,202106,67284510,33163492,"ROCHAMBEAU THE FRENCH INTERNATIONAL SCHOOL OF WASHINGTON DC","9600 FOREST RD","BETHESDA","MD","B20",611110,20814,196710,24031,11,NA,NA,42479358,"19eoextract990.xlsx",201806,24956090,6,0.2959663988,"B20","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
731051572,"",60,3,NA,NA,NA,"CHURCH OF GOD OF DACOMA","PO BOX 26","DACOMA","OK","X21",813110,73731,196007,40151,10,NA,NA,NA,"",NA,NA,NA,0.7198717082,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
853020727,"",20,3,202106,0,0,"SUSAN B ANTHONY ELEMENTARY PTO","45 BEECH ST","N ARLINGTON","NJ","B94",NA,7031,202107,NA,NA,NA,NA,NA,"",NA,NA,6,0.0527642626,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
273429710,"",10,3,202012,718056,52416,"MIRACLE LEAGUE OF GRAND ISLAND & WESTERN NEW YORK","PO BOX 833","GRAND ISLAND","NY","Y42",813410,14072,201106,36029,15,NA,NA,688779,"19eoextract990.xlsx",201812,333888,12,0.2550299453,"Y42","Y","Y","PC","MU","Y","MO","M","MU","OT","Y","N","","IN"
882654024,"",10,3,NA,NA,NA,"R&H FAMILY AND YOUTH SERVICES INC","9613 C HARFORD ROAD SUITE 194","PARKVILLE","MD","P20",NA,21234,202207,NA,NA,NA,NA,NA,"",NA,NA,NA,0.4914608858,"P20","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
222095841,"",20,3,202112,0,0,"HISTORICAL SOCIETY OF TABERNACLE TOWNSHIP","21 NORTH DR","TABERNACLE","NJ","A82",712120,8088,201605,34005,15,NA,NA,NA,"",NA,NA,12,0.6671539724,"A82","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
844435102,"",1,3,202112,1,1,"WOODRUFF ENSLEY FOUNDATION INC","201 N ELM ST STE 1105","GREENSBORO","NC","T90",NA,27401,202005,NA,NA,NA,NA,NA,"",NA,NA,12,0.0731721419,"T90","T","T","PC","PU","T","ZF","S","PU","OT","Y","N","","IN"
42656120,"",20,3,NA,NA,NA,"UNION CHAPEL ASSOCIATION","PO BOX 491","HYANNISPORT","MA","X20",813110,2647,197906,25001,10,NA,NA,NA,"",NA,NA,NA,0.0492972411,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
872082687,"",1,3,NA,NA,NA,"VGRN FAMILY FOUNDATION","253 SCOTIA CT","FREMONT","CA","Q33",NA,94539,202110,NA,NA,NA,NA,NA,"",NA,NA,NA,0.7923348802,"Q33","Q","Q","PC","IN","Q","IN","O","IN","OT","N","N","","IN"
208360157,"",20,3,202112,0,0,"ETERNAL HOPE UNLIMITED","928 LONGVIEW LN","DETROIT LAKES","MN","F20",621420,56501,200711,27005,15,NA,NA,NA,"",NA,NA,12,0.5630436885,"F20","F","F","PC","HE","F","HE","O","HE","HE","Y","Y","","IN"
823063356,"",20,3,202112,0,0,"ANGEL GOWNS OF ALASKA","305 CRYSTAL RD","FAIRBANKS","AK","Z99",NA,99712,201802,NA,NA,NA,NA,NA,"",NA,NA,12,0.9914753551,"Z99","Z","Z","PC","UN","Z","UN","O","UN","OT","Y","Y","","IN"
562145211,"",60,3,NA,NA,NA,"SOLID ROCK CHRISTIAN CENTER","PO BOX 10066","HICKORY","NC","X20",813110,28603,200001,37035,10,NA,NA,NA,"",NA,NA,NA,0.9147973982,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
863743675,"",20,3,202112,0,0,"DIVINE MOTHER FOUNDATION","1200 HEAVENLY MOUNTAIN DR","BOONE","NC","X99",NA,28607,202108,NA,NA,NA,NA,NA,"",NA,NA,12,0.6343905437,"X99","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
300169724,"",60,3,NA,NA,NA,"CATHEDRAL OF LOVE CHRISTIAN CHURCH","3012 W ROOSEVELT RD","CHICAGO","IL","X20",813110,60612,200402,17031,10,NA,NA,NA,"",NA,NA,NA,0.269973595,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
464111944,"AMECHA YISRAEL",60,3,NA,NA,NA,"CONGREGATION BET SHMUEL","1318 AVENUE S","BROOKLYN","NY","X30",813110,11229,201407,36047,10,NA,NA,NA,"",NA,NA,NA,0.8318112449,"X30","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
273194180,"",20,3,202012,0,0,"ASSOCIATION FOR PATIENT EXPERIENCE","PO BOX 7","MULLICA HILL","NJ","B03",813920,8062,201104,39035,15,NA,NA,NA,"",NA,NA,12,0.9315009725,"B03","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
20223331,"",60,3,NA,NA,NA,"HOLY ROSARY CHURCH","21 MAIN ST","HOOKSETT","NH","",NA,3106,194603,NA,NA,NA,NA,NA,"",NA,NA,NA,0.3333222037,"","","","PC","UN","","-","O","UN","OT","N","N","","IN"
42382943,"",140,3,NA,NA,NA,"CAPE COD COMMUNITY COLLEGE","ROUTE 132","WEST BARNSTABLE","MA","B41",611210,2668,196208,25001,11,NA,NA,NA,"",NA,NA,NA,0.4921133907,"B41","B","B","PC","ED","BH","ED","O","BH","ED","N","N","","IN"
631281383,"",10,3,201905,82365,95984,"EAST LIMESTONE COMMUNITY BAND BOOSTERS ASSOCIATION INC","15641 E LIMESTONE RD","ATHENS","AL","B1120",813219,35613,201209,1083,16,NA,NA,57742,"core2017pc",201805,107674,5,0.736977522,"B112","B","B","PC","ED","B","ZA","S","ED","ED","N","N","","IN"
742017869,"11992 GROVES MIDDLE SCHOOL",20,3,202105,0,0,"PTA TEXAS CONGRESS","5201 WILSON ST","GROVES","TX","B94",813410,77619,196709,48245,15,NA,NA,NA,"",NA,NA,5,0.5718422534,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
452582683,"",60,3,NA,NA,NA,"SAN DIEGO JEWISH EXPERIENCE INC","8946 LA JOLLA SCENIC DR N","LA JOLLA","CA","X30",813110,92037,201308,6073,10,NA,NA,NA,"",NA,NA,NA,0.7690360247,"X30","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
203801640,"",20,3,202112,0,0,"FOUNDATION FOR BRAIN HEALTHADVANCES","2200 WEST MOCKINGBIRD LANE","DALLAS","TX","G48",813212,75235,201305,48113,15,NA,NA,54505,"19eoextract990.xlsx",201812,71106,12,0.4697949348,"G48","G","G","PC","HE","G","HE","O","HE","HE","Y","Y","","IN"
770592075,"",60,3,NA,NA,NA,"CANON BIBLE COLLEGE INC","PO BOX 580306","ORLANDO","FL","B42",611310,32858,196402,12095,10,NA,NA,NA,"",NA,NA,NA,0.5221076595,"B42","B","B","PC","ED","BH","ED","O","BH","ED","N","N","","IN"
366124817,"",60,3,NA,NA,NA,"GLAD TIDINGS GOSPEL CENTER INC","1041 W 63RD ST","CHICAGO","IL","X20",813110,60621,195712,17031,10,NA,NA,NA,"",NA,NA,NA,0.215965178,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
166069109,"TOMPKINS COUNTY CHAPTER",20,6,202112,0,0,"AMERICAN ACADEMY OF FAMILY PHYSICIANS","16 SAGE EST STE 202","ALBANY","NY","E03",813920,12204,196607,36001,0,NA,NA,NA,"",NA,NA,12,0.5296935155,"E03","E","E","O","HE","E","HE","O","HE","HE","Y","Y","","IN"
731020156,"",130,3,NA,NA,NA,"SAINT MATTHEWS CHURCHES","3701A S HARVARD AVE SUITE A PMB 391","TULSA","OK","X20",813110,74135,200005,40143,15,NA,NA,NA,"",NA,NA,NA,0.9428091873,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
432075574,"",60,3,NA,NA,NA,"NEW BEGINNING ASSEMBLY OF GOD","2193 W BROAD ST","COOKEVILLE","TN","X21",813110,38501,196408,47141,10,NA,NA,NA,"",NA,NA,NA,0.5319721859,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
471641077,"",20,3,202112,0,0,"CAIRO HERITAGE FOUNDATION","710 DR MARTIN LUTHER KING AVE","CAIRO","IL","A20",NA,62914,201702,NA,NA,NA,NA,NA,"",NA,NA,12,0.73016832,"A20","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
266721322,"",1,3,202112,335887,153802,"RUTH FREJD CHARITABLE TR DTD 9 18 2007","PO BOX 23559","ST PETERSBURG","FL","T20",813211,33742,201303,12103,4,NA,NA,NA,"",NA,NA,12,0.6871523518,"T20","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
113187037,"0830-755023 NASSAU CO CONSMR AFFRS",20,5,202109,0,0,"CIVIL SERVICE EMPLOYEES ASSOCIATION","400 COUNTY SEAT DR","MINEOLA","NY","J40",813930,11501,197007,36059,0,NA,NA,NA,"",NA,NA,9,0.2942858569,"J40","J","J","O","HU","J","HS","O","HU","HU","Y","Y","","IN"
431664927,"",20,3,202106,714942,44273,"SCHOOL DISTRICT OF JOPLIN R-VIII FOUNDATION","310 W 8TH ST","JOPLIN","MO","T30",813211,64801,199409,29097,17,NA,NA,583488,"19eoextract990.xlsx",201906,74596,6,0.7964633039,"T30","T","T","PC","PU","T","ZD","S","PU","OT","Y","N","","IN"
834266096,"",1,3,201912,1,300,"FREE MEDIA FOUNDATION CORP","7220 NW 114TH AVE APT 310","DORAL","FL","R63",NA,33178,201909,NA,NA,NA,NA,NA,"",NA,NA,12,0.0835874559,"R63","R","R","PC","PU","R","PB","O","PU","OT","N","N","","IN"
263967446,"",20,3,201912,0,0,"CJ ACRES ANIMAL RESCUE FARM","5728 JONES CREEK RD","KEYSTONE HGTS","FL","D20",813312,32656,200906,12019,15,NA,NA,NA,"",NA,NA,12,0.0295938312,"D20","D","D","PC","EN","D","EN","O","EN","OT","N","N","","IN"
814024827,"ACF",20,3,202009,0,0,"AURELIENS CHARITABLE FOUNDATION","3913 EASTVIEW DR","HARVEY","LA","Q33",NA,70058,201704,NA,NA,NA,NA,NA,"",NA,NA,9,0.7875973061,"Q33","Q","Q","PC","IN","Q","IN","O","IN","OT","Y","Y","","IN"
364725655,"",20,3,202112,0,0,"MIDWEST SUSTAINABILITY GROUP INC NST","1008 HARRIS RD","GRAYSLAKE","IL","C99",NA,60030,201806,NA,NA,NA,NA,NA,"",NA,NA,12,0.4387366176,"C99","C","C","PC","EN","C","EN","O","EN","OT","Y","Y","","IN"
